Movie,Year,IMDb,Rating,Runtime,Genre
"Corrina, Corrina",1994,6.6,PG,115,"Comedy, Drama, Romance"
Homefront,2013,6.5,R,100,"Action, Crime, Thriller"
UglyDolls,2019,5.0,PG,87,"Animation, Adventure, Comedy"
Juice,1992,7.0,R,95,"Action, Crime, Drama"
Big Miracle,2012,6.5,PG,107,"Biography, Drama, Family"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.5,R,89,"Comedy, Crime"
Multiplicity,1996,6.1,PG-13,117,"Comedy, Romance, Sci-Fi"
The Glimmer Man,1996,5.4,R,91,"Action, Comedy, Crime"
Fire in the Sky,1993,6.5,PG-13,109,"Biography, Drama, Fantasy"
Booty Call,1997,5.4,R,79,"Comedy, Romance"
Flipper,1996,5.3,PG,95,"Adventure, Family"
With Honors,1994,6.7,PG-13,101,"Comedy, Drama"
Only You,1994,6.5,PG,109,"Comedy, Romance"
Down to You,2000,5.0,PG-13,91,"Comedy, Drama, Romance"
Prelude to a Kiss,1992,5.6,PG-13,105,"Comedy, Fantasy, Romance"
Middle School: The Worst Years of My Life,2016,6.1,PG,92,"Animation, Comedy, Family"
Assault on Precinct 13,2005,6.3,R,109,"Action, Crime, Drama"
Jane Austen's Mafia!,1998,5.5,PG-13,87,"Comedy, Crime"
Hard Rain,1998,5.9,R,97,"Action, Crime, Drama"
The Spirit,2008,4.7,PG-13,103,"Action, Crime, Fantasy"
Yu-Gi-Oh! The Movie,2004,4.9,PG,100,"Animation, Action, Adventure"
Vampire in Brooklyn,1995,4.6,R,100,"Comedy, Fantasy, Horror"
Gone Fishin',1997,4.8,PG,94,"Comedy, Crime"
Color of Night,1994,5.2,R,121,"Drama, Mystery, Romance"
The Pledge,2001,6.8,R,124,"Crime, Drama, Mystery"
The Hospital,1971,7.1,PG-13,103,"Comedy, Drama, Mystery"
Broken City,2013,6.1,R,109,"Action, Crime, Drama"
Man of the House,2005,5.4,PG-13,100,"Comedy, Crime"
Summer Catch,2001,5.0,PG-13,104,"Comedy, Drama, Romance"
Reign Over Me,2007,7.4,R,124,Drama
Nine Lives,2016,5.3,PG,87,"Comedy, Drama, Family"
8 Seconds,1994,6.5,PG-13,105,"Biography, Drama, Sport"
The Life of David Gale,2003,7.5,R,130,"Crime, Drama, Thriller"
Astro Boy,2009,6.3,PG,94,"Animation, Action, Adventure"
The Professionals,1966,7.3,PG-13,117,"Action, Adventure, Western"
Igor,2008,5.9,PG,87,"Animation, Comedy, Family"
Hero,1992,6.5,PG-13,119,"Comedy, Drama, Romance"
Léon,1994,8.5,R,110,"Action, Crime, Drama"
The Eagle,2011,6.2,PG-13,114,"Action, Adventure, Drama"
Timeline,2003,5.6,PG-13,116,"Action, Adventure, Sci-Fi"
Valiant,2005,5.5,G,76,"Animation, Adventure, Comedy"
It Takes Two,1995,5.9,PG,101,"Comedy, Family, Romance"
Beautiful Creatures,2013,6.1,PG-13,124,"Drama, Fantasy, Romance"
Wonder Boys,2000,7.2,R,107,"Comedy, Drama"
The Producers,2005,6.3,PG-13,134,"Comedy, Crime, Musical"
Shaun the Sheep Movie,2015,7.3,PG,85,"Animation, Adventure, Comedy"
Vacancy,2007,6.2,R,85,"Horror, Thriller"
Saving Silverman,2001,5.8,PG-13,90,"Comedy, Crime, Romance"
Runner Runner,2013,5.6,R,88,"Crime, Thriller"
Cursed,2005,5.0,PG-13,97,"Comedy, Horror"
Little Giants,1994,6.4,PG,107,"Comedy, Family, Sport"
Summer of Sam,1999,6.7,R,142,"Crime, Drama, Romance"
House Party 3,1994,4.6,R,100,"Comedy, Music, Romance"
House Party 2,1991,5.2,R,94,"Comedy, Drama, Music"
My Best Friend's Girl,2008,5.8,R,101,"Comedy, Romance"
Beerfest,2006,6.2,R,110,Comedy
Species II,1998,4.4,R,93,"Action, Horror, Sci-Fi"
Tuck Everlasting,2002,6.6,PG,90,"Drama, Family, Fantasy"
Mother,1996,6.9,PG-13,104,"Comedy, Drama"
Race,2016,7.1,PG-13,134,"Biography, Drama, Sport"
Hart's War,2002,6.3,R,125,"Drama, War"
Johnny Mnemonic,1995,5.6,R,103,"Action, Drama, Sci-Fi"
"I, Frankenstein",2014,5.1,PG-13,92,"Action, Fantasy, Sci-Fi"
Remember Me,2010,7.1,PG-13,113,"Drama, Romance"
Waitress,2007,7.0,PG-13,108,"Comedy, Drama, Romance"
Mommie Dearest,1981,6.6,R,129,"Biography, Drama"
Bed of Roses,1996,6.0,PG,87,"Drama, Romance"
Lo imposible,2012,7.5,PG-13,114,"Adventure, Drama, History"
Mortal Thoughts,1991,5.7,R,103,"Mystery, Thriller"
Sniper,1993,6.1,R,98,"Action, Thriller, War"
Rollerball,2002,3.1,PG-13,98,"Action, Sci-Fi, Sport"
Unplanned,2019,5.5,R,109,"Biography, Drama"
The Replacement Killers,1998,6.1,R,87,"Action, Crime, Thriller"
Deux frères,2004,7.0,PG,109,"Adventure, Drama, Family"
Haywire,2011,5.8,R,93,"Action, Drama, Thriller"
The Odd Couple II,1998,6.4,PG-13,97,"Adventure, Comedy"
Untamed Heart,1993,6.8,PG-13,102,"Drama, Romance"
Georgia Rule,2007,5.9,R,113,"Comedy, Drama"
Kazaam,1996,3.0,PG,93,"Comedy, Family, Fantasy"
Rambo: Last Blood,2019,6.1,R,89,"Action, Crime, Thriller"
Shark Night 3D,2011,4.0,PG-13,90,"Horror, Thriller"
The Legend of Hercules,2014,4.2,PG-13,99,"Action, Adventure, Fantasy"
The Marine,2006,4.7,PG-13,92,"Action, Comedy, Drama"
Akeelah and the Bee,2006,7.3,PG,112,"Drama, Family"
The Upside of Anger,2005,6.8,R,118,"Comedy, Drama"
Still Alice,2014,7.5,PG-13,101,Drama
Best in Show,2000,7.4,PG-13,90,Comedy
The Choice,2016,6.5,PG-13,111,"Drama, Romance"
Eye in the Sky,2015,7.3,R,102,"Action, Drama, Thriller"
Becoming Jane,2007,7.0,PG,120,"Biography, Drama, Romance"
The Ninth Gate,1999,6.7,R,133,"Mystery, Thriller"
Anywhere But Here,1999,6.2,PG-13,114,"Comedy, Drama"
The Quick and the Dead,1995,6.5,R,108,"Action, Romance, Thriller"
Geronimo: An American Legend,1993,6.5,PG-13,115,"Drama, History, Western"
Man on a Ledge,2012,6.6,PG-13,102,"Action, Crime, Thriller"
CHIPS,2017,6.0,R,100,"Action, Comedy, Crime"
Aquamarine,2006,5.3,PG,110,"Comedy, Family, Fantasy"
Frost/Nixon,2008,7.7,R,122,"Biography, Drama, History"
The Fan,1996,5.9,R,116,"Action, Drama, Sport"
An Ideal Husband,1999,6.8,PG-13,97,"Comedy, Romance"
Ultraviolet,2006,4.3,PG-13,88,"Action, Sci-Fi"
Super Troopers,2001,7.0,R,100,"Comedy, Crime, Mystery"
You're Next,2011,6.6,R,95,"Horror, Thriller"
Singles,1992,6.7,PG-13,99,"Comedy, Drama, Music"
Into the Blue,2005,5.9,PG-13,110,"Action, Adventure, Crime"
The Invention of Lying,2009,6.3,PG-13,100,"Comedy, Fantasy, Romance"
Getting Even with Dad,1994,4.8,PG,109,"Comedy, Crime, Family"
A Thousand Words,2012,5.8,PG-13,91,"Comedy, Drama, Fantasy"
Quartet,2012,6.8,PG-13,98,"Comedy, Drama, Music"
Into the Wild,2007,8.1,R,148,"Adventure, Biography, Drama"
Only the Brave,2017,7.6,PG-13,134,"Action, Biography, Drama"
127 Hours,2010,7.6,R,94,"Biography, Drama"
North Country,2005,7.3,R,126,Drama
Walk Hard: The Dewey Cox Story,2007,6.8,R,96,"Comedy, Music"
The Four Feathers,2002,6.5,PG-13,132,"Action, Adventure, Drama"
Paranormal Activity: The Ghost Dimension,2015,4.6,R,88,"Horror, Mystery"
Fright Night,2011,6.4,R,106,"Comedy, Horror"
Simon Birch,1998,6.8,PG,114,"Comedy, Drama, Family"
Harold & Kumar Go to White Castle,2004,7.0,R,88,"Adventure, Comedy"
Next,2007,6.2,PG-13,96,"Action, Sci-Fi, Thriller"
The Last Castle,2001,6.9,R,131,"Action, Drama, Thriller"
Milk Money,1994,5.6,PG-13,110,"Comedy, Romance"
Chernobyl Diaries,2012,5.0,R,86,"Horror, Mystery, Thriller"
Pooh's Heffalump Movie,2005,6.4,G,68,"Animation, Adventure, Comedy"
Call Me by Your Name,2017,7.8,R,132,"Drama, Romance"
Wes Craven's New Nightmare,1994,6.4,R,112,"Fantasy, Horror, Mystery"
Postal,2007,4.4,R,100,"Action, Comedy, Crime"
Admission,2013,5.7,PG-13,108,"Comedy, Drama, Romance"
The Glass House,2001,5.8,PG-13,106,"Crime, Drama, Mystery"
Red Planet,2000,5.7,PG-13,106,"Action, Sci-Fi, Thriller"
CB4,1993,6.2,R,89,"Comedy, Music"
The Crow: City of Angels,1996,4.6,R,84,"Action, Crime, Fantasy"
The Contender,2000,6.9,R,126,"Drama, Thriller"
For the Boys,1991,6.3,R,138,"Comedy, Drama, Music"
Laws of Attraction,2004,5.8,PG-13,90,"Comedy, Romance"
Drive Me Crazy,1999,5.7,PG-13,91,"Comedy, Drama, Romance"
Punch-Drunk Love,2002,7.3,R,95,"Comedy, Drama, Romance"
Bad Times at the El Royale,2018,7.1,R,141,"Crime, Drama, Mystery"
Going the Distance,2010,6.3,R,103,"Comedy, Romance"
School for Scoundrels,2006,5.9,PG-13,100,Comedy
Mother!,2017,6.6,R,121,"Drama, Horror, Mystery"
Bad Santa 2,2016,5.6,R,92,"Comedy, Crime, Drama"
Steve Jobs,2015,7.2,R,122,"Biography, Drama"
The Rage: Carrie 2,1999,4.7,R,104,"Drama, Horror, Sci-Fi"
The Perks of Being a Wallflower,2012,8.0,PG-13,103,Drama
Mr. Holmes,2015,6.8,PG,104,"Drama, Mystery"
The Big Green,1995,5.5,PG,100,"Comedy, Family, Sport"
EuroTrip,2004,6.6,R,92,Comedy
Heavyweights,1995,6.6,PG,100,"Comedy, Drama, Family"
Apollo 18,2011,5.2,PG-13,86,"Horror, Mystery, Sci-Fi"
Nebraska,2013,7.7,R,115,"Adventure, Comedy, Drama"
The Postman,1997,6.1,R,177,"Action, Adventure, Drama"
Parker,2013,6.2,R,118,"Action, Crime, Thriller"
Operation Finale,2018,6.6,PG-13,122,"Biography, Drama, History"
Hostel: Part II,2007,5.5,R,94,Horror
The Last King of Scotland,2006,7.6,R,123,"Biography, Drama, History"
Last Man Standing,1996,6.4,R,101,"Action, Crime, Drama"
Furry Vengeance,2010,3.8,PG,92,"Comedy, Family"
"Paul, Apostle of Christ",2018,6.6,PG-13,108,"Adventure, Biography, Drama"
Enough Said,2013,7.0,PG-13,93,"Comedy, Drama, Romance"
The Babe,1992,5.9,PG,115,"Biography, Drama, Sport"
Silent Hill: Revelation,2012,4.9,R,95,"Horror, Mystery, Thriller"
Home for the Holidays,1995,6.5,PG-13,103,"Comedy, Drama, Romance"
A Mighty Wind,2003,7.2,PG-13,91,"Comedy, Music"
Notes on a Scandal,2006,7.4,R,92,"Crime, Drama, Romance"
Empire,2002,5.9,R,90,"Crime, Drama, Thriller"
Father Figures,2017,5.5,R,113,"Comedy, Drama"
The Big Lebowski,1998,8.1,R,117,"Comedy, Crime"
Sorry to Bother You,2018,6.9,R,112,"Comedy, Drama, Fantasy"
Dope,2015,7.2,R,103,"Adventure, Comedy, Crime"
The Zookeeper's Wife,2017,7.0,PG-13,127,"Biography, Drama, History"
Klute,1971,7.1,R,114,"Crime, Mystery, Thriller"
The Ruins,2008,5.9,R,90,Horror
Dark Skies,2013,6.3,PG-13,97,"Horror, Sci-Fi, Thriller"
Disturbing Behavior,1998,5.6,R,84,"Horror, Mystery, Sci-Fi"
Chappaquiddick,2017,6.4,PG-13,106,"Biography, Drama, History"
Addicted,2014,5.0,R,106,"Drama, Romance, Thriller"
Murder in the First,1995,7.3,R,122,"Drama, Thriller"
Roll Bounce,2005,6.2,PG-13,112,"Comedy, Drama, Music"
My Girl 2,1994,5.3,PG,99,"Comedy, Drama, Family"
Masterminds,2016,5.8,PG-13,95,"Biography, Comedy, Crime"
Deliver Us from Eva,2003,6.0,R,105,"Comedy, Drama, Romance"
A Haunted House 2,2014,4.6,R,86,"Comedy, Fantasy, Horror"
Just My Luck,2006,5.4,PG-13,108,"Comedy, Fantasy, Romance"
Eight Legged Freaks,2002,5.5,PG-13,99,"Action, Adventure, Comedy"
Extreme Measures,1996,6.2,R,118,"Crime, Drama, Mystery"
Inkheart,2008,6.1,PG,106,"Adventure, Family, Fantasy"
The Phantom,1996,5.0,PG,100,"Action, Adventure, Comedy"
Brightburn,2019,6.1,R,90,"Drama, Horror, Mystery"
Max Keeble's Big Move,2001,5.4,PG,86,"Comedy, Crime, Family"
Underwater,2020,5.8,PG-13,95,"Action, Horror, Sci-Fi"
Half Baked,1998,6.6,R,82,"Comedy, Crime"
The Glass Castle,2017,7.1,PG-13,127,"Biography, Drama"
A Bronx Tale,1993,7.8,R,121,"Crime, Drama"
A Most Wanted Man,2014,6.8,R,122,"Crime, Drama, Thriller"
Fired Up!,2009,6.1,PG-13,90,"Comedy, Sport"
Wanderlust,2012,5.6,R,98,"Comedy, Romance"
Seventh Son,2014,5.5,PG-13,102,"Action, Adventure, Fantasy"
Hudson Hawk,1991,5.7,R,100,"Action, Adventure, Comedy"
Miracle on 34th Street,1994,6.5,PG,114,"Drama, Family, Fantasy"
Sidekicks,1992,5.1,PG,101,"Action, Adventure, Comedy"
Center Stage,2000,6.6,PG-13,115,"Drama, Music, Romance"
Safe,2012,6.5,R,94,"Action, Crime, Thriller"
Freejack,1992,5.4,R,110,"Action, Crime, Sci-Fi"
Annapolis,2006,5.8,PG-13,108,"Drama, Romance, Sport"
Eastern Promises,2007,7.6,R,100,"Crime, Drama, Thriller"
Rushmore,1998,7.6,R,93,"Comedy, Drama, Romance"
Diabolique,1996,5.4,R,107,"Drama, Horror, Mystery"
Fled,1996,5.4,R,98,"Action, Adventure, Crime"
Pet Sematary II,1992,4.9,R,100,"Fantasy, Horror, Thriller"
Seed of Chucky,2004,4.9,R,87,"Comedy, Horror, Thriller"
Win a Date with Tad Hamilton!,2004,5.6,PG-13,96,"Comedy, Romance"
Small Time Crooks,2000,6.6,PG,94,"Comedy, Crime"
The Devil's Rejects,2005,6.7,R,107,"Crime, Horror, Western"
Son of the Mask,2005,2.2,PG,94,"Comedy, Family, Fantasy"
The Hurt Locker,2008,7.5,R,131,"Drama, Thriller, War"
Norm of the North,2016,3.4,PG,88,"Animation, Adventure, Comedy"
Jury Duty,1995,4.2,PG-13,88,Comedy
Rock Star,2001,6.3,R,105,"Drama, Music"
Wimbledon,2004,6.3,PG-13,98,"Comedy, Romance, Sport"
Splice,2009,5.8,R,104,"Horror, Sci-Fi"
The Counselor,2013,5.4,R,117,"Crime, Drama, Thriller"
Boiler Room,2000,7.0,R,120,"Crime, Drama, Thriller"
88 Minutes,2007,5.9,R,108,"Crime, Drama, Mystery"
Serving Sara,2002,5.3,PG-13,102,"Comedy, Romance"
Crazy/Beautiful,2001,6.4,PG-13,99,"Drama, Romance"
The Thing,2011,6.2,R,103,"Horror, Mystery, Sci-Fi"
The Farewell,2019,7.5,PG,100,"Comedy, Drama"
Flatliners,2017,5.2,PG-13,109,"Drama, Horror, Mystery"
Go,1999,7.2,R,102,"Comedy, Crime"
Lightning Jack,1994,5.5,PG-13,98,"Comedy, Western"
Andre,1994,5.7,PG,95,"Adventure, Drama, Family"
Dead Silence,2007,6.1,R,89,"Horror, Mystery, Thriller"
Rebound,2005,5.1,PG,86,"Comedy, Family, Sport"
The Kid Who Would Be King,2019,6.1,PG,120,"Action, Adventure, Family"
Detroit,2017,7.3,R,143,"Crime, Drama, History"
Sinbad and the Eye of the Tiger,1977,6.3,G,113,"Action, Adventure, Family"
Lost Souls,2000,4.8,R,97,"Drama, Horror, Thriller"
The Frighteners,1996,7.1,R,110,"Comedy, Fantasy, Horror"
New in Town,2009,5.6,PG,97,"Comedy, Romance"
Catch That Kid,2004,5.2,PG,91,"Action, Adventure, Comedy"
Blink,1993,6.2,R,106,"Crime, Drama, Mystery"
Shaft,1971,6.6,R,100,"Action, Crime, Thriller"
To Rome with Love,2012,6.3,R,112,"Comedy, Music, Romance"
Hellraiser: Bloodline,1996,5.0,R,85,"Horror, Sci-Fi"
Baby's Day Out,1994,6.1,PG,99,"Adventure, Comedy, Crime"
Missing Link,2019,6.7,PG,93,"Animation, Adventure, Comedy"
Unaccompanied Minors,2006,5.3,PG,90,"Adventure, Comedy, Family"
Bringing Out the Dead,1999,6.8,R,121,"Drama, Thriller"
Deep Cover,1992,6.9,R,107,"Action, Crime, Thriller"
True Crime,1999,6.6,R,127,"Crime, Drama, Mystery"
Buffy the Vampire Slayer,1992,5.6,PG-13,86,"Action, Comedy, Fantasy"
Heart and Souls,1993,7.0,PG-13,104,"Comedy, Drama, Fantasy"
54,1998,5.8,R,93,"Drama, Music"
The War,1994,6.7,PG-13,126,Drama
Trainspotting,1996,8.1,R,93,Drama
Terminal Velocity,1994,5.5,PG-13,102,"Action, Mystery, Romance"
The Hitcher,2007,5.6,R,84,"Crime, Thriller"
Mary Queen of Scots,2018,6.3,R,124,"Biography, Drama, History"
Eye of the Beholder,1999,5.0,R,109,"Drama, Mystery, Thriller"
The Master,2012,7.1,R,138,Drama
Forever My Girl,2018,6.6,PG,108,"Comedy, Drama, Music"
The Cowboys,1972,7.4,GP,134,"Adventure, Drama, Western"
Big Jake,1971,7.1,PG-13,110,Western
White Oleander,2002,7.1,PG-13,109,Drama
Monkey Trouble,1994,5.3,PG,96,"Adventure, Comedy, Crime"
The Whole Ten Yards,2004,5.4,PG-13,98,"Comedy, Crime, Thriller"
A Simple Plan,1998,7.5,R,121,"Crime, Drama, Thriller"
Young Adult,2011,6.3,R,94,"Comedy, Drama"
An American Haunting,2005,5.0,PG-13,83,"Drama, Horror, Mystery"
21 Grams,2003,7.6,R,124,"Crime, Drama, Thriller"
Elizabeth: The Golden Age,2007,6.8,PG-13,114,"Biography, Drama, History"
Swing Vote,2008,6.1,PG-13,120,"Comedy, Drama"
Ging chaat goo si III: Chiu kup ging chaat,1992,6.9,R,96,"Action, Comedy, Crime"
Original Sin,2001,6.0,R,116,"Drama, Mystery, Romance"
The Perfect Man,2005,5.4,PG,100,"Comedy, Family, Romance"
Black Christmas,2006,4.6,R,95,Horror
Fire Down Below,1997,5.1,R,105,"Action, Drama, Thriller"
Raw Deal,1986,5.5,R,106,"Action, Crime, Thriller"
Jennifer's Body,2009,5.4,R,102,"Comedy, Horror"
Wolf Creek,2005,6.2,R,99,"Horror, Thriller"
Begin Again,2013,7.4,R,104,"Comedy, Drama, Music"
Vanity Fair,2004,6.2,PG-13,141,Drama
Jobs,2013,6.0,PG-13,128,"Biography, Drama"
Waiting...,2005,6.7,R,94,Comedy
The Prophecy,1995,6.4,R,98,"Action, Crime, Drama"
Fruitvale Station,2013,7.5,R,85,"Biography, Crime, Drama"
The Getaway,1994,5.8,R,115,"Action, Adventure, Crime"
Imagine That,2009,5.6,PG,107,"Comedy, Drama, Family"
A Midsummer Night's Dream,1999,6.4,PG-13,116,"Comedy, Fantasy, Romance"
Dr. No,1962,7.2,PG,110,"Action, Adventure, Thriller"
Above the Rim,1994,6.6,R,96,"Crime, Drama, Sport"
Kung Pow: Enter the Fist,2002,6.2,PG-13,81,"Action, Comedy"
Devil in a Blue Dress,1995,6.7,R,102,"Crime, Drama, Mystery"
The Transporter Refueled,2015,5.2,PG-13,96,"Action, Thriller"
Adventureland,2009,6.8,R,107,"Comedy, Drama, Romance"
O,2001,6.1,R,95,"Drama, Romance, Thriller"
The Raven,2012,6.4,R,110,"Crime, Mystery, Thriller"
Confessions of a Dangerous Mind,2002,7.0,R,113,"Biography, Comedy, Crime"
Armored,2009,5.7,PG-13,88,"Action, Crime, Thriller"
The Single Moms Club,2014,5.4,PG-13,111,"Comedy, Drama"
Billy Bathgate,1991,5.9,R,106,"Crime, Drama, Thriller"
Marie Antoinette,2006,6.5,PG-13,123,"Biography, Drama, History"
Mortal Engines,2018,6.1,PG-13,128,"Action, Adventure, Fantasy"
Jason Goes to Hell: The Final Friday,1993,4.1,R,87,"Fantasy, Horror, Thriller"
The Birth of a Nation,2016,6.5,R,120,"Biography, Drama, History"
Far from Heaven,2002,7.3,PG-13,107,"Drama, Romance"
Charly,1968,7.0,M,103,"Drama, Romance, Sci-Fi"
Devil's Due,2014,4.1,R,89,"Horror, Mystery"
Dance with Me,1998,5.9,PG,126,"Drama, Music, Romance"
The Kite Runner,2007,7.6,PG-13,128,Drama
Eddie the Eagle,2015,7.3,PG-13,106,"Adventure, Biography, Comedy"
Hunter Killer,2018,6.6,R,121,"Action, Thriller"
Avalon,1990,7.2,PG,128,Drama
3000 Miles to Graceland,2001,5.9,R,125,"Action, Comedy, Crime"
Wishmaster,1997,5.8,R,90,"Fantasy, Horror"
Paparazzi,2004,5.7,PG-13,84,"Action, Crime, Drama"
Pride and Glory,2008,6.6,R,130,"Crime, Drama, Thriller"
The Bonfire of the Vanities,1990,5.6,R,125,"Comedy, Drama, Romance"
Larry the Cable Guy: Health Inspector,2006,3.4,PG-13,89,"Comedy, Romance"
Life as a House,2001,7.5,R,125,Drama
The Man with the Iron Fists,2012,5.4,R,95,Action
Loser,2000,5.3,PG-13,98,"Comedy, Romance"
View from the Top,2003,5.3,PG-13,87,"Comedy, Romance"
Happily N'Ever After,2006,4.5,PG,75,"Animation, Adventure, Comedy"
Highlander II: The Quickening,1991,4.2,R,91,"Action, Adventure, Fantasy"
My Boss's Daughter,2003,4.7,PG-13,86,"Comedy, Romance"
Switch,1991,5.8,R,103,"Comedy, Fantasy"
The Ghost Writer,2010,7.2,PG-13,128,"Crime, Drama, Mystery"
In America,2002,7.7,PG-13,105,Drama
All the Pretty Horses,2000,5.8,PG-13,116,"Drama, Romance, Western"
The Thirteenth Floor,1999,7.0,R,100,"Mystery, Sci-Fi, Thriller"
Late Night,2019,6.5,R,102,"Comedy, Drama"
A Perfect Getaway,2009,6.5,R,98,"Drama, Mystery, Thriller"
Mad Love,1995,5.3,PG-13,93,"Comedy, Drama, Romance"
RocketMan,1997,5.8,PG,95,"Comedy, Family, Sci-Fi"
A Kiss Before Dying,1991,5.7,R,94,"Crime, Drama, Mystery"
Drowning Mona,2000,5.7,PG-13,96,"Comedy, Crime, Mystery"
The Infiltrator,2016,7.0,R,127,"Biography, Crime, Drama"
Wrong Turn,2003,6.1,R,84,"Horror, Thriller"
A Guy Thing,2003,5.6,PG-13,101,"Comedy, Romance"
Half Past Dead,2002,4.6,PG-13,98,"Action, Crime, Thriller"
No Escape,1994,6.1,R,118,"Action, Drama, Sci-Fi"
The Greatest Game Ever Played,2005,7.4,PG,120,"Biography, Drama, Sport"
Bait,2000,5.7,R,119,"Action, Comedy, Crime"
About Time,2013,7.8,R,123,"Comedy, Drama, Fantasy"
Youth in Revolt,2009,6.5,R,90,"Comedy, Drama, Romance"
Bangkok Dangerous,2008,5.3,R,99,"Action, Crime, Thriller"
Catch and Release,2006,5.9,PG-13,124,"Comedy, Drama, Romance"
Bad Girls,1994,5.2,R,99,"Action, Adventure, Romance"
The Madness of King George,1994,7.2,PG-13,110,"Biography, Comedy, Drama"
Alpha Dog,2006,6.9,R,122,"Biography, Crime, Drama"
Dungeons & Dragons,2000,3.6,PG-13,107,"Action, Adventure, Fantasy"
Needful Things,1993,6.2,R,120,"Crime, Drama, Fantasy"
Muriel's Wedding,1994,7.2,R,106,"Comedy, Drama"
The Last Exorcism Part II,2013,4.0,PG-13,88,"Horror, Thriller"
Thinner,1996,5.8,R,93,"Fantasy, Horror"
Monster Hunter,2020,5.2,PG-13,103,"Action, Adventure, Fantasy"
The Corruptor,1999,6.0,R,110,"Action, Crime, Thriller"
And So It Goes,2014,5.8,PG-13,94,"Comedy, Drama, Romance"
Arthur et les Minimoys,2006,6.0,PG,94,"Animation, Adventure, Comedy"
Halloween: The Curse of Michael Myers,1995,4.7,R,87,"Horror, Thriller"
"The Goods: Live Hard, Sell Hard",2009,5.7,R,89,Comedy
Toy Soldiers,1991,6.6,R,111,"Action, Drama, Thriller"
The Invasion,2007,5.9,PG-13,99,"Sci-Fi, Thriller"
American Psycho,2000,7.6,R,102,"Crime, Drama, Horror"
Dead Man on Campus,1998,6.0,R,96,Comedy
The Box,2009,5.6,PG-13,115,"Drama, Mystery, Thriller"
See No Evil,2006,5.0,R,84,"Action, Horror, Thriller"
Twilight,1998,6.2,R,94,"Crime, Drama, Mystery"
Killing Them Softly,2012,6.2,R,97,"Crime, Drama, Thriller"
Seven Psychopaths,2012,7.1,R,110,"Comedy, Crime"
The Cave,2005,5.1,PG-13,97,"Adventure, Horror, Sci-Fi"
Miss Bala,2019,5.8,PG-13,104,"Action, Crime, Drama"
Lions for Lambs,2007,6.2,R,92,"Crime, Drama, Mystery"
Per qualche dollaro in più,1965,8.2,R,132,Western
The Next Best Thing,2000,4.6,PG-13,108,"Comedy, Drama, Romance"
Solaris,2002,6.2,PG-13,99,"Drama, Mystery, Romance"
Get Carter,2000,5.1,R,102,"Action, Crime, Drama"
Child's Play 3,1991,5.1,R,90,"Horror, Thriller"
The Music Man,1962,7.8,G,151,"Comedy, Family, Musical"
Kiss of Death,1995,5.9,R,101,"Crime, Drama, Thriller"
The Commitments,1991,7.6,R,118,"Comedy, Drama, Music"
If Beale Street Could Talk,2018,7.1,R,119,"Drama, Romance"
Indian Summer,1993,6.5,PG-13,97,"Comedy, Drama, Romance"
Keeping Up with the Joneses,2016,5.9,PG-13,105,"Action, Comedy"
Step Up All In,2014,5.9,PG-13,112,"Drama, Music, Romance"
Flirting with Disaster,1996,6.7,R,92,Comedy
Election,1999,7.3,R,103,"Comedy, Romance"
Last Chance Harvey,2008,6.6,PG-13,93,"Drama, Romance"
Music of the Heart,1999,6.8,PG,124,"Drama, Music"
The Prodigy,2019,5.8,R,92,"Fantasy, Horror, Mystery"
The Girl in the Spider's Web,2018,6.1,R,115,"Action, Crime, Drama"
The Possession of Hannah Grace,2018,5.2,R,86,"Horror, Mystery, Thriller"
Eve's Bayou,1997,7.2,R,108,Drama
Threesome,1994,6.3,R,93,"Comedy, Drama, Romance"
Ladybugs,1992,5.4,PG-13,90,"Comedy, Sport"
"I Love You, Beth Cooper",2009,5.3,PG-13,102,"Comedy, Romance"
The Substitute,1996,6.0,R,114,"Action, Crime, Drama"
Tristan + Isolde,2006,6.8,PG-13,125,"Action, Drama, Romance"
School Ties,1992,6.9,PG-13,106,Drama
The Sixth Man,1997,5.6,PG-13,107,"Comedy, Drama, Fantasy"
Criminal,2004,6.4,R,87,"Comedy, Crime, Drama"
City of Joy,1992,6.5,PG-13,132,Drama
The Case for Christ,2017,6.2,PG,112,"Biography, Drama"
Room,2015,8.1,R,118,"Drama, Thriller"
It Follows,2014,6.8,R,100,"Horror, Mystery, Thriller"
My Soul to Take,2010,4.7,R,107,"Horror, Mystery, Thriller"
Beyond the Lights,2014,6.8,PG-13,116,"Drama, Music, Romance"
My Week with Marilyn,2011,6.9,R,99,"Biography, Drama"
The Girl Next Door,2004,6.7,R,109,"Comedy, Drama, Romance"
Soldier,1998,6.0,R,99,"Action, Drama, Sci-Fi"
The Chamber,1996,6.0,R,113,"Crime, Drama, Thriller"
The Vanishing,1993,6.3,R,109,"Drama, Horror, Mystery"
Maximum Risk,1996,5.5,R,101,"Action, Thriller"
King of Kings,1961,6.9,PG-13,168,"Biography, Drama"
In Love and War,1996,5.9,PG-13,113,"Biography, Drama, Romance"
Big Eyes,2014,7.0,PG-13,106,"Biography, Crime, Drama"
Welcome to Mooseport,2004,5.3,PG-13,110,"Comedy, Romance"
Life or Something Like It,2002,5.7,PG-13,103,"Comedy, Romance"
"Hello, My Name Is Doris",2015,6.6,R,90,"Comedy, Drama, Romance"
