Movie,Year,IMDb,Rating,Runtime,Genre
Power Rangers,2017,5.9,PG-13,124,"Action, Adventure, Fantasy"
Stripes,1981,6.8,R,106,"Comedy, War"
Anchorman: The Legend of Ron Burgundy,2004,7.1,PG-13,94,Comedy
Aliens,1986,8.4,R,137,"Action, Adventure, Sci-Fi"
Open Season,2006,6.1,PG,86,"Animation, Adventure, Comedy"
Green Book,2018,8.2,PG-13,130,"Biography, Comedy, Drama"
The Expendables 2,2012,6.6,R,103,"Action, Adventure, Thriller"
Cinderella,1950,7.3,G,74,"Animation, Family, Fantasy"
Dangerous Minds,1995,6.5,R,99,"Biography, Drama"
Paranormal Activity 2,2010,5.7,R,91,"Horror, Mystery"
Tammy,2014,4.9,R,97,"Comedy, Romance"
The Santa Clause 3: The Escape Clause,2006,4.7,G,97,"Adventure, Comedy, Family"
Ferdinand,2017,6.7,PG,108,"Animation, Adventure, Comedy"
"Crazy, Stupid, Love.",2011,7.4,PG-13,118,"Comedy, Drama, Romance"
Annabelle,2014,5.4,R,99,"Horror, Mystery, Thriller"
Pinocchio,1940,7.5,G,88,"Animation, Adventure, Comedy"
Scooby-Doo 2: Monsters Unleashed,2004,5.1,PG,93,"Adventure, Comedy, Family"
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6.0,R,109,"Action, Adventure, Comedy"
Atlantis: The Lost Empire,2001,6.9,PG,95,"Animation, Action, Adventure"
Cliffhanger,1993,6.5,R,113,"Action, Adventure, Thriller"
The Other Woman,2014,6.0,PG-13,109,"Comedy, Romance"
The X Files,1998,7.0,PG-13,121,"Drama, Mystery, Sci-Fi"
Up in the Air,2009,7.4,R,109,"Comedy, Drama, Romance"
Wrath of the Titans,2012,5.7,PG-13,99,"Action, Adventure, Fantasy"
Insidious: Chapter 2,2013,6.5,PG-13,106,"Horror, Mystery, Thriller"
Battle: Los Angeles,2011,5.7,PG-13,116,"Action, Adventure, Sci-Fi"
Immortals,2011,6.0,R,110,"Action, Drama, Fantasy"
I Can Only Imagine,2018,7.3,PG,110,"Biography, Drama, Family"
Apocalypse Now,1979,8.5,R,147,"Drama, Mystery, War"
Under Siege,1992,6.5,R,103,"Action, Thriller"
Penguins of Madagascar,2014,6.6,PG,92,"Animation, Adventure, Comedy"
Saving Mr. Banks,2013,7.5,PG-13,125,"Biography, Comedy, Drama"
Patriot Games,1992,6.8,R,117,"Action, Thriller"
Smallfoot,2018,6.6,PG,96,"Animation, Adventure, Comedy"
Valkyrie,2008,7.1,PG-13,121,"Drama, History, Thriller"
Brokeback Mountain,2005,7.7,R,134,"Drama, Romance"
Turbo,2013,6.4,PG,96,"Animation, Adventure, Comedy"
Disclosure,1994,6.1,R,128,"Drama, Thriller"
Charlotte's Web,2006,6.3,G,97,"Adventure, Comedy, Family"
Monster-in-Law,2005,5.5,PG-13,101,"Comedy, Romance"
Are We There Yet?,2005,4.7,PG,95,"Adventure, Comedy, Family"
Freddy vs. Jason,2003,5.7,R,97,"Action, Horror"
The Descendants,2011,7.3,R,115,"Comedy, Drama"
Cheaper by the Dozen 2,2005,5.5,PG,94,"Adventure, Comedy, Family"
Mr. Holland's Opus,1995,7.3,PG,143,"Drama, Music"
Dracula,1992,7.4,R,128,"Drama, Fantasy, Horror"
Let's Be Cops,2014,6.4,R,104,"Action, Comedy, Crime"
Blade II,2002,6.7,R,117,"Action, Horror, Sci-Fi"
Bridge to Terabithia,2007,7.2,PG,96,"Drama, Family, Fantasy"
Star Trek: The Motion Picture - The Director's Edition,1979,6.4,G,131,"Adventure, Mystery, Sci-Fi"
The Pink Panther,2006,5.6,PG,93,"Adventure, Comedy, Crime"
Beowulf,2007,6.3,PG-13,115,"Animation, Action, Adventure"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.9,PG-13,112,"Action, Adventure, Comedy"
The Post,2017,7.2,PG-13,116,"Biography, Drama, History"
Maze Runner: The Scorch Trials,2015,6.3,PG-13,131,"Action, Adventure, Sci-Fi"
Eight Below,2006,7.3,PG,120,"Adventure, Drama, Family"
M*A*S*H,1970,7.4,R,116,"Comedy, Drama, War"
Unstoppable,2010,6.8,PG-13,98,"Action, Thriller"
Payback,1999,7.1,R,100,"Action, Crime, Drama"
Ted 2,2015,6.3,R,115,Comedy
The Talented Mr. Ripley,1999,7.4,R,139,"Crime, Drama, Thriller"
School of Rock,2003,7.2,PG-13,109,"Comedy, Music"
Snow Dogs,2002,5.2,PG,99,"Adventure, Comedy, Family"
21,2008,6.8,PG-13,123,"Crime, Drama, History"
While You Were Sleeping,1995,6.7,PG,103,"Comedy, Drama, Romance"
Congo,1995,5.2,PG-13,109,"Action, Adventure, Mystery"
The Notebook,2004,7.8,PG-13,123,"Drama, Romance"
Eat Pray Love,2010,5.8,PG-13,133,"Biography, Drama, Romance"
The Texas Chainsaw Massacre,2003,6.2,R,98,"Crime, Horror"
Zookeeper,2011,5.2,PG,102,"Comedy, Family, Fantasy"
AVP: Alien vs. Predator,2004,5.6,PG-13,101,"Action, Adventure, Horror"
What Happens in Vegas,2008,6.1,PG-13,99,"Comedy, Romance"
The Dukes of Hazzard,2005,5.1,PG-13,104,Comedy
The Wedding Singer,1998,6.9,PG-13,97,"Comedy, Music, Romance"
Saw III,2006,6.2,R,108,"Crime, Horror, Mystery"
Disturbia,2007,6.8,PG-13,105,"Crime, Drama, Mystery"
Nacho Libre,2006,5.8,PG,92,"Comedy, Family, Sport"
Jumper,2008,6.1,PG-13,88,"Action, Adventure, Sci-Fi"
The Mummy,2017,5.4,PG-13,111,"Action, Adventure, Fantasy"
Goosebumps,2015,6.3,PG,103,"Adventure, Comedy, Fantasy"
Jack Reacher,2012,7.0,PG-13,130,"Action, Mystery, Thriller"
Cloverfield,2008,7.0,PG-13,85,"Action, Adventure, Horror"
Dear John,2010,6.3,PG-13,108,"Drama, Mystery, Romance"
Men in Black: International,2019,5.6,PG-13,114,"Action, Adventure, Comedy"
Knowing,2009,6.2,PG-13,121,"Action, Mystery, Sci-Fi"
War Horse,2011,7.2,PG-13,146,"Action, Adventure, Drama"
Dark Shadows,2012,6.2,PG-13,113,"Comedy, Fantasy, Horror"
The Day the Earth Stood Still,2008,5.5,PG-13,104,"Adventure, Drama, Sci-Fi"
Limitless,2011,7.4,PG-13,105,"Sci-Fi, Thriller"
The Purge: Election Year,2016,6.0,R,108,"Action, Horror, Sci-Fi"
Cape Fear,1991,7.3,R,128,"Crime, Thriller"
Star Trek II: The Wrath of Khan,1982,7.7,PG,113,"Action, Adventure, Sci-Fi"
Alien,1979,8.5,R,117,"Horror, Sci-Fi"
Pixels,2015,5.6,PG-13,105,"Action, Comedy, Fantasy"
City of Angels,1998,6.7,PG-13,114,"Drama, Fantasy, Romance"
The English Patient,1996,7.4,R,162,"Drama, Romance, War"
A.I. Artificial Intelligence,2001,7.2,PG-13,146,"Drama, Sci-Fi"
We Were Soldiers,2002,7.1,R,138,"Action, Drama, History"
Tower Heist,2011,6.2,PG-13,104,"Action, Comedy, Crime"
The Monuments Men,2014,6.1,PG-13,118,"Comedy, Drama, History"
Man on Fire,2004,7.7,R,146,"Action, Crime, Drama"
The Terminal,2004,7.4,PG-13,128,"Comedy, Drama, Romance"
Backdraft,1991,6.7,R,137,"Action, Drama, Mystery"
Gangs of New York,2002,7.5,R,167,"Crime, Drama"
Free Willy,1993,6.0,PG,112,"Adventure, Drama, Family"
The Adventures of Tintin,2011,7.3,PG,107,"Animation, Action, Adventure"
Night School,2018,5.6,PG-13,111,Comedy
Philadelphia,1993,7.7,PG-13,125,Drama
Parental Guidance,2012,6.0,PG,105,"Comedy, Family"
Where the Wild Things Are,2009,6.7,PG,101,"Adventure, Drama, Family"
The A-Team,2010,6.7,PG-13,117,"Action, Adventure, Thriller"
U-571,2000,6.6,PG-13,116,"Action, War"
Dolittle,2020,5.6,PG,101,"Adventure, Comedy, Family"
Alice Through the Looking Glass,2016,6.2,PG,113,"Adventure, Family, Fantasy"
27 Dresses,2008,6.1,PG-13,111,"Comedy, Romance"
Training Day,2001,7.7,R,122,"Action, Crime, Drama"
Father of the Bride Part II,1995,6.0,PG,106,"Comedy, Family, Romance"
Knight and Day,2010,6.3,PG-13,109,"Action, Adventure, Comedy"
Paddington,2014,7.3,PG,95,"Adventure, Comedy, Family"
White Men Can't Jump,1992,6.8,R,115,"Comedy, Sport"
Pete's Dragon,2016,6.7,PG,102,"Action, Adventure, Comedy"
The Ring Two,2005,5.4,PG-13,110,"Horror, Mystery"
Conspiracy Theory,1997,6.7,R,135,"Action, Mystery, Thriller"
Constantine,2005,7.0,R,121,"Action, Fantasy, Horror"
The Haunted Mansion,2003,5.1,PG,99,"Comedy, Family, Fantasy"
The Family Man,2000,6.8,PG-13,125,"Comedy, Drama, Fantasy"
Barbershop,2002,6.3,PG-13,102,"Comedy, Drama"
The Intern,2015,7.1,PG-13,121,"Comedy, Drama"
Hellboy II: The Golden Army,2008,7.0,PG-13,120,"Action, Adventure, Fantasy"
Star Trek: Generations,1994,6.6,PG,118,"Action, Adventure, Mystery"
Contagion,2011,6.8,PG-13,106,"Drama, Thriller"
"You, Me and Dupree",2006,5.6,PG-13,110,"Comedy, Romance"
We Bought a Zoo,2011,7.1,PG,124,"Comedy, Drama, Family"
2 Guns,2013,6.7,R,109,"Action, Thriller"
Moneyball,2011,7.6,PG-13,133,"Biography, Drama, Sport"
Braveheart,1995,8.4,R,178,"Biography, Drama, History"
Zombieland,2009,7.6,R,88,"Action, Comedy, Horror"
Old School,2003,7.0,R,88,Comedy
Any Given Sunday,1999,6.9,R,162,"Drama, Sport"
The Last of the Mohicans,1992,7.7,R,112,"Action, Adventure, Drama"
The Hitman's Bodyguard,2017,6.9,R,118,"Action, Comedy, Crime"
The Girl on the Train,2016,6.5,R,112,"Crime, Drama, Mystery"
The Horse Whisperer,1998,6.7,PG-13,169,"Drama, Romance, Western"
Garfield,2004,5.0,PG,80,"Animation, Adventure, Comedy"
Ray,2004,7.7,PG-13,152,"Biography, Drama, Music"
Coraline,2009,7.7,PG,100,"Animation, Drama, Family"
The Nightmare Before Christmas,1993,7.9,PG,76,"Animation, Family, Fantasy"
The Exorcism of Emily Rose,2005,6.7,PG-13,119,"Drama, Horror, Thriller"
Eragon,2006,5.1,PG,104,"Action, Adventure, Family"
Star Trek VI: The Undiscovered Country,1991,7.2,PG,110,"Action, Adventure, Sci-Fi"
The Prince of Tides,1991,6.8,R,132,"Drama, Romance"
Ladder 49,2004,6.5,PG-13,115,"Action, Drama, Thriller"
Four Brothers,2005,6.8,R,109,"Action, Crime, Drama"
Six Days Seven Nights,1998,5.9,PG-13,102,"Action, Adventure, Comedy"
No Country for Old Men,2007,8.2,R,122,"Crime, Drama, Thriller"
Alien: Covenant,2017,6.4,R,122,"Horror, Sci-Fi, Thriller"
Jack and Jill,2011,3.3,PG,91,Comedy
Annabelle Comes Home,2019,5.9,R,106,"Horror, Mystery, Thriller"
Sin City,2005,8.0,R,124,"Crime, Thriller"
Along Came a Spider,2001,6.4,R,104,"Drama, Thriller"
Captain Underpants: The First Epic Movie,2017,6.2,PG,89,"Animation, Action, Adventure"
Hugo,2011,7.5,PG,126,"Adventure, Drama, Family"
Christmas with the Kranks,2004,5.4,PG,99,"Comedy, Family"
Beetle Juice,1988,7.5,PG,92,"Comedy, Fantasy"
Monster House,2006,6.6,PG,91,"Animation, Comedy, Family"
Deep Blue Sea,1999,5.9,R,105,"Action, Adventure, Sci-Fi"
Law Abiding Citizen,2009,7.4,R,109,"Action, Crime, Drama"
Yesterday,2019,6.8,PG-13,116,"Comedy, Fantasy, Music"
Spirit: Stallion of the Cimarron,2002,7.1,G,83,"Animation, Adventure, Drama"
Hollow Man,2000,5.8,R,112,"Action, Horror, Sci-Fi"
Boo! A Madea Halloween,2016,4.6,PG-13,103,"Comedy, Drama, Horror"
Zombieland: Double Tap,2019,6.7,R,99,"Action, Comedy, Horror"
White House Down,2013,6.3,PG-13,131,"Action, Drama, Thriller"
John Carter,2012,6.6,PG-13,132,"Action, Adventure, Sci-Fi"
Hotel for Dogs,2009,5.4,PG,100,"Comedy, Family"
Dinner for Schmucks,2010,5.9,PG-13,114,Comedy
Barnyard,2006,5.6,PG,90,"Animation, Adventure, Comedy"
The Interpreter,2005,6.4,PG-13,128,"Crime, Mystery, Thriller"
Hercules,2014,6.0,PG-13,98,"Action, Adventure, Fantasy"
Storks,2016,6.8,PG,87,"Animation, Adventure, Comedy"
I Know What You Did Last Summer,1997,5.8,R,101,"Horror, Mystery"
Bridge of Spies,2015,7.6,PG-13,142,"Drama, History, Thriller"
Dolphin Tale,2011,6.8,PG,113,"Drama, Family"
Vantage Point,2008,6.6,PG-13,90,"Action, Crime, Drama"
Ace Ventura: Pet Detective,1994,6.9,PG-13,86,Comedy
A Bad Moms Christmas,2017,5.6,R,104,Comedy
10 Cloverfield Lane,2016,7.2,PG-13,103,"Drama, Horror, Mystery"
Get Shorty,1995,6.9,R,105,"Comedy, Crime, Thriller"
Fred Claus,2007,5.6,PG,116,"Comedy, Family, Fantasy"
My Fair Lady,1964,7.8,G,170,"Drama, Family, Musical"
1408,2007,6.8,PG-13,104,"Fantasy, Horror, Mystery"
The Purge: Anarchy,2014,6.4,R,103,"Action, Horror, Sci-Fi"
John Q,2002,7.1,PG-13,116,"Crime, Drama, Thriller"
RV,2006,5.5,PG,99,"Adventure, Comedy, Family"
Mama,2013,6.2,PG-13,100,"Fantasy, Horror, Thriller"
Galaxy Quest,1999,7.4,PG,102,"Adventure, Comedy, Sci-Fi"
Stargate,1994,7.0,PG-13,116,"Action, Adventure, Sci-Fi"
Bridget Jones's Diary,2001,6.8,R,97,"Comedy, Drama, Romance"
The Bridges of Madison County,1995,7.6,PG-13,135,"Drama, Romance"
Chocolat,2000,7.3,PG-13,121,"Drama, Romance"
Sideways,2004,7.5,R,127,"Comedy, Drama, Romance"
"I Love You, Man",2009,7.0,R,105,"Comedy, Romance"
Safe Haven,2013,6.6,PG-13,115,"Drama, Romance, Thriller"
Scary Movie 2,2001,5.3,R,83,"Comedy, Horror"
The Spiderwick Chronicles,2008,6.5,PG,96,"Action, Adventure, Drama"
The Score,2001,6.8,R,124,"Action, Crime, Drama"
Paul Blart: Mall Cop 2,2015,4.4,PG,94,"Action, Comedy, Crime"
The Smurfs 2,2013,5.3,PG,105,"Animation, Adventure, Comedy"
Groundhog Day,1993,8.1,PG,101,"Comedy, Drama, Fantasy"
Shallow Hal,2001,6.0,PG-13,114,"Comedy, Drama, Fantasy"
White Chicks,2004,5.7,PG-13,109,"Comedy, Crime"
Broken Arrow,1996,6.1,R,108,"Action, Adventure, Thriller"
No Strings Attached,2011,6.2,R,108,"Comedy, Romance"
Space Jam: A New Legacy,2021,4.5,PG,115,"Animation, Adventure, Comedy"
The Best Man Holiday,2013,6.6,R,123,"Comedy, Drama"
V for Vendetta,2005,8.2,R,132,"Action, Drama, Sci-Fi"
Mortal Kombat,1995,5.8,PG-13,101,"Action, Adventure, Fantasy"
The Invisible Man,2020,7.1,R,124,"Drama, Horror, Mystery"
JFK,1991,8.0,R,189,"Drama, History, Thriller"
Shaft,2000,6.0,R,99,"Action, Crime, Thriller"
World Trade Center,2006,6.0,PG-13,129,"Drama, History, Thriller"
Rocky Balboa,2006,7.1,PG,102,"Action, Drama, Sport"
The Big Short,2015,7.8,R,130,"Biography, Comedy, Drama"
Fool's Gold,2008,5.7,PG-13,112,"Action, Adventure, Comedy"
Grumpy Old Men,1993,7.0,PG-13,103,"Comedy, Drama, Romance"
Big Momma's House 2,2006,4.7,PG-13,99,"Comedy, Crime"
Star Trek: Insurrection,1998,6.4,PG,103,"Action, Adventure, Sci-Fi"
The Golden Compass,2007,6.1,PG-13,113,"Adventure, Family, Fantasy"
Boomerang,1992,5.6,R,117,"Comedy, Drama, Romance"
Kill Bill: Vol. 1,2003,8.2,R,111,"Action, Crime, Drama"
Blade,1998,7.1,R,120,"Action, Horror, Sci-Fi"
Act of Valor,2012,6.4,R,110,"Action, Adventure, Thriller"
Seven Pounds,2008,7.6,PG-13,123,Drama
Grumpier Old Men,1995,6.6,PG-13,101,"Comedy, Romance"
Private Benjamin,1980,6.2,R,109,"Comedy, War"
Swordfish,2001,6.5,R,99,"Action, Crime, Thriller"
Nine Months,1995,5.5,PG-13,103,"Comedy, Romance"
The Kid,2000,6.1,PG,104,"Comedy, Family, Fantasy"
Divine Secrets of the Ya-Ya Sisterhood,2002,6.0,PG-13,116,Drama
The First Purge,2018,5.2,R,97,"Action, Horror, Sci-Fi"
The Thomas Crown Affair,1999,6.8,R,113,"Crime, Romance, Thriller"
Vertical Limit,2000,5.9,PG-13,124,"Action, Adventure, Drama"
Game Night,2018,6.9,R,100,"Action, Adventure, Comedy"
Lost in Space,1998,5.2,PG-13,130,"Action, Adventure, Family"
Good Boys,2019,6.7,R,90,"Adventure, Comedy"
Angel Has Fallen,2019,6.4,R,121,"Action, Thriller"
Guess Who,2005,5.9,PG-13,105,"Comedy, Romance"
Cool Runnings,1993,7.0,PG,98,"Adventure, Comedy, Family"
Sahara,2005,6.0,PG-13,124,"Action, Adventure, Comedy"
Book Club,2018,6.1,PG-13,104,"Comedy, Drama, Romance"
Percy Jackson: Sea of Monsters,2013,5.7,PG,106,"Adventure, Family, Fantasy"
The House with a Clock in Its Walls,2018,6.0,PG,105,"Comedy, Family, Fantasy"
Road Trip,2000,6.5,R,93,Comedy
Blue Streak,1999,6.3,PG-13,93,"Action, Comedy, Crime"
Skyscraper,2018,5.8,PG-13,102,"Action, Adventure, Thriller"
Bring It On,2000,6.1,PG-13,98,"Comedy, Romance, Sport"
Obsessed,2009,5.0,PG-13,108,"Drama, Romance, Thriller"
Mr. Popper's Penguins,2011,6.0,PG,94,"Comedy, Family, Fantasy"
Outbreak,1995,6.6,R,127,"Action, Drama, Thriller"
War Room,2015,6.4,PG,120,Drama
Insidious: The Last Key,2018,5.7,PG-13,103,"Horror, Mystery, Thriller"
A Perfect Murder,1998,6.6,R,107,"Crime, Drama, Thriller"
The Tourist,2010,6.0,PG-13,103,"Action, Thriller"
This Is 40,2012,6.2,R,134,"Comedy, Drama, Romance"
Heat,1995,8.3,R,170,"Action, Crime, Drama"
Holes,2003,7.0,PG,117,"Adventure, Comedy, Drama"
Instant Family,2018,7.3,PG-13,118,"Comedy, Drama"
Insomnia,2002,7.2,R,118,"Drama, Mystery, Thriller"
A Good Day to Die Hard,2013,5.2,R,98,"Action, Thriller"
Role Models,2008,6.8,R,99,Comedy
Hidalgo,2004,6.7,PG-13,136,"Action, Adventure, Biography"
Lights Out,2016,6.3,PG-13,81,"Horror, Mystery"
Coach Carter,2005,7.3,PG-13,136,"Biography, Drama, Sport"
Hacksaw Ridge,2016,8.1,R,139,"Biography, Drama, History"
Race to Witch Mountain,2009,5.7,PG,98,"Action, Adventure, Family"
Dante's Peak,1997,6.0,PG-13,108,"Action, Adventure, Thriller"
The Bounty Hunter,2010,5.5,PG-13,110,"Action, Comedy, Romance"
Waiting to Exhale,1995,5.9,R,124,"Comedy, Drama, Romance"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,PG,81,"Comedy, Drama, Family"
End of Days,1999,5.8,R,122,"Action, Fantasy, Horror"
Changing Lanes,2002,6.5,R,98,"Drama, Thriller"
The Mexican,2001,6.1,R,123,"Adventure, Comedy, Crime"
Spies in Disguise,2019,6.8,PG,102,"Animation, Action, Adventure"
The Godfather Part III,1990,7.6,R,162,"Crime, Drama"
Charlie Wilson's War,2007,7.0,R,102,"Biography, Comedy, Drama"
The Forgotten,2004,5.8,PG-13,91,"Drama, Mystery, Sci-Fi"
Legends of the Fall,1994,7.5,R,133,"Drama, Romance, War"
Contraband,2012,6.4,R,109,"Action, Crime, Drama"
The Bone Collector,1999,6.7,R,118,"Crime, Drama, Mystery"
Looper,2012,7.4,R,119,"Action, Drama, Sci-Fi"
The Final Destination,2009,5.1,R,82,"Horror, Thriller"
The League of Extraordinary Gentlemen,2003,5.8,PG-13,110,"Action, Adventure, Fantasy"
Finding Forrester,2000,7.3,PG-13,136,Drama
Bowfinger,1999,6.5,PG-13,97,Comedy
Warm Bodies,2013,6.8,PG-13,98,"Comedy, Horror, Romance"
The Parent Trap,1998,6.6,PG,128,"Adventure, Comedy, Drama"
Big Fish,2003,8.0,PG-13,125,"Adventure, Drama, Fantasy"
Kill Bill: Vol. 2,2004,8.0,R,137,"Action, Crime, Thriller"
Allegiant,2016,5.7,PG-13,120,"Action, Adventure, Mystery"
Magic Mike XXL,2015,5.6,R,115,"Comedy, Drama, Music"
The Manchurian Candidate,2004,6.6,R,129,"Drama, Mystery, Sci-Fi"
Anaconda,1997,4.8,PG-13,89,"Action, Adventure, Horror"
Dark Phoenix,2019,5.7,PG-13,113,"Action, Adventure, Sci-Fi"
Bad Boys,1995,6.8,R,119,"Action, Comedy, Crime"
Ever After,1998,7.1,PG-13,121,"Comedy, Drama, Romance"
Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,PG-13,117,"Action, Adventure, Fantasy"
Madea's Witness Protection,2012,4.9,PG-13,114,"Comedy, Crime, Drama"
The Conjuring: The Devil Made Me Do It,2021,6.3,R,112,"Horror, Mystery, Thriller"
Deuce Bigalow: Male Gigolo,1999,5.7,R,88,"Comedy, Romance"
The Taking of Pelham 123,2009,6.4,R,106,"Action, Crime, Thriller"
Battleship,2012,5.8,PG-13,131,"Action, Adventure, Sci-Fi"
Step Up,2006,6.5,PG-13,104,"Crime, Drama, Music"
The Amityville Horror,2005,5.9,R,90,Horror
The Visit,2015,6.2,PG-13,94,"Horror, Mystery, Thriller"
Jack the Giant Slayer,2013,6.2,PG-13,114,"Action, Adventure, Fantasy"
Think Like a Man Too,2014,5.7,PG-13,106,"Comedy, Romance"
Barbershop 2: Back in Business,2004,5.7,PG-13,106,"Comedy, Drama"
Now You See Me 2,2016,6.4,PG-13,129,"Action, Adventure, Comedy"
About Schmidt,2002,7.2,R,125,Drama
Exodus: Gods and Kings,2014,6.0,PG-13,150,"Action, Adventure, Drama"
Wolf,1994,6.2,R,125,"Drama, Horror, Romance"
Friday the 13th,2009,5.5,R,97,"Horror, Mystery, Thriller"
Pitch Perfect,2012,7.1,PG-13,112,"Comedy, Music, Romance"
The American President,1995,6.8,PG-13,114,"Comedy, Drama, Romance"
Stuart Little 2,2002,5.5,PG,77,"Animation, Adventure, Comedy"
Mirror Mirror,2012,5.6,PG,106,"Adventure, Comedy, Drama"
Flushed Away,2006,6.6,PG,85,"Animation, Action, Adventure"
L.A. Confidential,1997,8.2,R,138,"Crime, Drama, Mystery"
Chronicle,2012,7.0,PG-13,89,"Action, Drama, Sci-Fi"
A Dog's Purpose,2017,7.2,PG,100,"Adventure, Comedy, Drama"
The Happening,2008,5.0,R,91,"Adventure, Drama, Sci-Fi"
The Purge,2013,5.7,R,85,"Horror, Sci-Fi, Thriller"
The Wedding Ringer,2015,6.6,R,101,Comedy
Miracle,2004,7.4,PG,135,"Biography, Drama, History"
The Nut Job,2014,5.7,PG,85,"Animation, Adventure, Comedy"
Down to Earth,2001,5.4,PG-13,87,"Comedy, Fantasy"
17 Again,2009,6.4,PG-13,102,"Comedy, Drama, Fantasy"
Ice Age: Collision Course,2016,5.6,PG,94,"Animation, Adventure, Comedy"
Deja Vu,2006,7.1,PG-13,126,"Action, Crime, Sci-Fi"
Happy Feet Two,2011,5.8,PG,117,"Animation, Adventure, Comedy"
Diary of a Wimpy Kid,2010,6.2,PG,94,"Comedy, Drama, Family"
Sky High,2005,6.3,PG,100,"Action, Comedy, Family"
Last Vegas,2013,6.6,PG-13,105,"Comedy, Drama"
Scent of a Woman,1992,8.0,R,156,Drama
Mona Lisa Smile,2003,6.5,PG-13,117,Drama
The Shape of Water,2017,7.3,R,123,"Drama, Fantasy, Romance"
In & Out,1997,6.4,PG-13,90,"Comedy, Romance"
Life,1999,6.7,R,108,"Comedy, Crime, Drama"
Song of the South,1946,7.0,G,94,"Animation, Comedy, Family"
Unknown,2011,6.8,PG-13,113,"Action, Mystery, Thriller"
Thunderball,1965,6.9,PG,130,"Action, Adventure, Thriller"
The Fifth Element,1997,7.6,PG-13,126,"Action, Adventure, Sci-Fi"
Hope Springs,2012,6.3,PG-13,100,"Comedy, Drama, Romance"
Miami Vice,2006,6.0,R,132,"Action, Adventure, Crime"
The Time Traveler's Wife,2009,7.1,PG-13,107,"Comedy, Drama, Fantasy"
She's All That,1999,5.9,PG-13,95,"Comedy, Romance"
Madea's Family Reunion,2006,5.2,PG-13,107,"Comedy, Drama, Romance"
Saw IV,2007,5.9,R,93,"Crime, Horror, Mystery"
The Boss,2016,5.4,R,99,Comedy
Dave,1993,6.9,PG-13,110,"Comedy, Romance"
The Holiday,2006,6.9,PG-13,136,"Comedy, Romance"
Forgetting Sarah Marshall,2008,7.1,R,111,"Comedy, Drama, Romance"
The Sorcerer's Apprentice,2010,6.1,PG,109,"Action, Adventure, Family"
Rising Sun,1993,6.2,R,125,"Action, Crime, Drama"
A Nightmare on Elm Street,2010,5.2,R,95,"Crime, Drama, Horror"
Beavis and Butt-Head Do America,1996,6.8,PG-13,81,"Animation, Adventure, Comedy"
The Last Song,2010,6.0,PG,108,"Drama, Music, Romance"
Scary Stories to Tell in the Dark,2019,6.2,PG-13,108,"Adventure, Horror, Mystery"
London Has Fallen,2016,5.9,R,99,"Action, Thriller"
Jarhead,2005,7.0,R,125,"Biography, Drama, War"
Black Mass,2015,6.9,R,123,"Biography, Crime, Drama"
The Crying Game,1992,7.2,R,112,"Crime, Drama, Romance"
The Fast and the Furious: Tokyo Drift,2006,6.0,PG-13,104,"Action, Crime, Thriller"
The Adjustment Bureau,2011,7.0,PG-13,106,"Romance, Sci-Fi, Thriller"
The Call of the Wild,2020,6.7,PG,100,"Adventure, Drama, Family"
Underworld: Awakening,2012,6.3,R,88,"Action, Fantasy, Horror"
Underworld: Evolution,2006,6.7,R,106,"Action, Fantasy, Thriller"
Terminator: Dark Fate,2019,6.2,R,128,"Action, Adventure, Sci-Fi"
Bewitched,2005,4.8,PG-13,102,"Comedy, Fantasy, Romance"
The Wolfman,2010,5.8,R,103,"Drama, Fantasy, Horror"
Mouse Hunt,1997,6.5,PG,98,Comedy
Ender's Game,2013,6.6,PG-13,114,"Action, Adventure, Sci-Fi"
Miracles from Heaven,2016,7.1,PG,109,"Biography, Drama, Family"
A Beautiful Day in the Neighborhood,2019,7.2,PG,109,"Biography, Drama"
Cinderella Man,2005,8.0,PG-13,144,"Biography, Drama, Romance"
Onward,2020,7.4,PG,102,"Animation, Adventure, Comedy"
Deepwater Horizon,2016,7.1,PG-13,107,"Action, Drama, History"
Stomp the Yard,2007,5.4,PG-13,115,"Drama, Music, Romance"
The Saint,1997,6.2,PG-13,116,"Action, Adventure, Romance"
Rules of Engagement,2000,6.4,R,128,"Drama, Thriller, War"
The Cell,2000,6.4,R,107,"Crime, Horror, Sci-Fi"
Friday Night Lights,2004,7.2,PG-13,118,"Action, Drama, Sport"
The Shaggy Dog,2006,4.4,PG,98,"Comedy, Family, Fantasy"
Prisoners,2013,8.1,R,153,"Crime, Drama, Mystery"
The Devil's Advocate,1997,7.5,R,144,"Drama, Mystery, Thriller"
Get Him to the Greek,2010,6.3,R,109,"Comedy, Music"
Mission to Mars,2000,5.6,PG,114,"Adventure, Sci-Fi, Thriller"
Coyote Ugly,2000,5.7,PG-13,100,"Comedy, Drama, Music"
God's Not Dead,2014,4.6,PG,113,Drama
Abominable,2019,7.0,PG,97,"Animation, Adventure, Comedy"
Poseidon,2006,5.7,PG-13,98,"Action, Adventure, Thriller"
Three Kings,1999,7.1,R,114,"Action, Adventure, Comedy"
Jingle All the Way,1996,5.7,PG,89,"Adventure, Comedy, Family"
